source,target,time
768,4,7257600
4,768,7257600
23,710,7344000
1087,44,7344000
44,1087,7344000
1087,74,7344000
74,1087,7344000
126,293,7344000
1209,2,7430400
2,54,7430400
2,74,7430400
2,1209,7430400
293,2,7516800
1909,4,7516800
4,1909,7516800
293,74,7516800
293,91,7516800
293,113,7516800
293,126,7516800
293,439,7516800
293,7400,7516800
293,389,7516800
293,402,7516800
31,379,7603200
45,40,7603200
989,40,7603200
40,45,7603200
131,74,7689600
145,131,7689600
561,131,7689600
131,145,7689600
131,561,7689600
148,54,7862400
54,148,7862400
512,121,7862400
121,512,7862400
379,31,7948800
379,40,7948800
439,148,7948800
148,439,7948800
249,402,7948800
446,2,8035200
768,148,8035200
270,148,8035200
148,768,8035200
148,270,8035200
2103,4,8121600
4,2103,8121600
2103,40,8121600
40,2103,8121600
768,45,8121600
45,768,8121600
402,249,8121600
768,446,8121600
446,768,8121600
4,23,8208000
4,237,8208000
23,768,8208000
237,4,8294400
148,119,8294400
512,148,8294400
1409,148,8294400
148,1409,8294400
270,237,8294400
237,270,8294400
379,2,8380800
2,379,8380800
466,54,8380800
54,466,8380800
466,148,8380800
148,466,8380800
379,223,8380800
223,379,8380800
466,379,8380800
379,1209,8380800
379,466,8380800
148,109,8467200
109,148,8467200
1401,148,8467200
379,270,8467200
270,379,8467200
2698,2,8553600
2,2698,8553600
23,1919,8553600
1226,40,8553600
40,1226,8553600
460,54,8553600
74,131,8553600
119,148,8553600
1919,40,8640000
40,1919,8640000
44,711,8640000
379,54,8640000
54,379,8640000
379,109,8640000
109,379,8640000
148,131,8640000
131,148,8640000
840,148,8640000
148,840,8640000
148,7327,8640000
148,1401,8640000
1628,152,8640000
512,152,8640000
152,1628,8640000
1230,379,8640000
379,1230,8640000
7327,1401,8640000
710,4,8726400
4,710,8726400
1600,40,8726400
40,1600,8726400
152,148,8726400
148,152,8726400
769,2,8812800
2,446,8812800
2,769,8812800
935,23,8812800
23,935,8812800
148,40,8812800
40,148,8812800
711,44,8812800
1270,4,8899200
4,1270,8899200
769,119,8899200
119,769,8899200
148,512,8899200
769,152,8899200
152,769,8899200
512,460,8899200
769,460,8899200
460,769,8899200
460,512,8899200
148,44,8985600
44,148,8985600
4,2,9072000
2,4,9072000
851,40,9072000
40,851,9072000
152,54,9072000
54,152,9072000
1600,148,9072000
148,1600,9072000
1401,40,9158400
251,223,9158400
223,251,9158400
531,54,9244800
54,531,9244800
7327,531,9244800
531,7327,9244800
234,40,9331200
40,234,9331200
379,44,9331200
2438,23,9417600
23,44,9417600
23,2438,9417600
40,1077,9417600
531,45,9417600
45,531,9417600
297,106,9417600
106,297,9417600
531,131,9417600
131,531,9417600
1913,148,9417600
148,1913,9417600
840,531,9417600
531,840,9417600
4,531,9504000
1270,109,9504000
109,1270,9504000
297,1212,9504000
1921,1270,9504000
1270,1921,9504000
1401,2,9590400
109,108,9590400
108,109,9590400
626,152,9590400
152,626,9590400
7552,1401,9590400
1401,7552,9590400
2,312,9676800
1226,23,9676800
23,1226,9676800
1077,40,9676800
840,54,9676800
54,840,9676800
223,109,9676800
109,223,9676800
774,531,9676800
531,774,9676800
1099,109,9763200
109,1099,9763200
148,139,9763200
139,148,9763200
223,145,9763200
1099,145,9763200
145,223,9763200
145,1099,9763200
1099,148,9763200
148,1099,9763200
193,4,9849600
512,4,9849600
251,4,9849600
4,193,9849600
4,512,9849600
466,45,9849600
45,466,9849600
250,4,9936000
1908,4,9936000
4,250,9936000
4,1908,9936000
1212,297,9936000
1816,4,10022400
4,1816,10022400
1076,44,10022400
44,1076,10022400
512,109,10022400
1131,44,10195200
131,44,10195200
44,379,10195200
44,1131,10195200
44,131,10195200
54,2,10281600
379,4,10281600
139,23,10281600
23,139,10281600
106,44,10281600
44,106,10281600
223,165,10281600
165,223,10281600
23,108,10368000
4,1,10454400
2439,4,10454400
4,2439,10454400
1601,23,10454400
1398,23,10454400
23,1601,10454400
23,1398,10454400
1601,108,10454400
108,1601,10454400
99,23,10540800
23,1131,10540800
23,99,10540800
7552,2440,10540800
2440,7552,10540800
840,4,10713600
4,840,10713600
1078,23,10713600
23,1078,10713600
23,84,10713600
468,4,10800000
4,468,10800000
148,84,10800000
84,148,10800000
1,4,10969200
4,379,10969200
4,7550,10969200
768,16,10969200
16,768,10969200
466,23,10969200
23,2441,10969200
654,466,10969200
466,654,10969200
1601,606,10969200
606,1601,10969200
1401,4,11055600
841,4,11055600
1401,23,11055600
23,1401,11055600
606,419,11055600
419,606,11055600
468,7552,11055600
2442,4,11142000
4,2442,11142000
23,153,11142000
23,466,11228400
466,223,11228400
223,466,11228400
4,419,11314800
152,153,11401200
562,4,11487600
4,841,11487600
4,249,11487600
249,4,11574000
468,10,11574000
10,468,11574000
1910,16,11574000
16,1910,11574000
710,23,11574000
152,44,11574000
44,152,11574000
419,4,11660400
842,4,11660400
842,16,11660400
16,842,11660400
842,23,11660400
44,23,11660400
1911,23,11660400
23,842,11660400
23,1911,11660400
842,99,11660400
842,148,11660400
152,7552,11660400
842,153,11660400
234,1910,11660400
436,270,11660400
270,436,11660400
1,379,11746800
4,842,11746800
223,63,11746800
63,223,11746800
99,842,11746800
145,298,11746800
711,223,11746800
223,711,11746800
711,16,11833200
152,91,11833200
91,152,11833200
145,7327,11833200
1210,298,11833200
298,1210,11833200
1077,389,11833200
908,23,11919600
1080,23,11919600
23,908,11919600
23,1080,11919600
99,562,11919600
153,842,11919600
1212,353,12006000
353,379,12006000
353,1212,12006000
1212,2444,12006000
23,2,12092400
99,2,12092400
986,2,12092400
1603,2,12092400
2,469,12092400
2,986,12092400
2,148,12092400
2,1603,12092400
23,4,12092400
1212,16,12092400
16,1212,12092400
23,500,12092400
91,54,12092400
353,99,12092400
99,353,12092400
1603,153,12092400
23,298,12178800
23,401,12178800
1603,297,12178800
1402,23,12265200
23,1402,12265200
23,138,12265200
1908,1078,12265200
1078,1908,12265200
250,2,12351600
44,2,12351600
2,44,12351600
1602,4,12351600
4,1602,12351600
99,106,12351600
7552,152,12351600
1214,419,12351600
419,1214,12351600
1400,23,12438000
23,1400,12438000
987,419,12438000
419,987,12438000
311,4,12524400
365,4,12524400
44,16,12524400
16,44,12524400
2445,16,12610800
1914,16,12610800
16,2445,12610800
16,1914,12610800
438,45,12610800
438,91,12610800
91,438,12610800
988,152,12610800
152,988,12610800
45,2,12697200
2,45,12697200
54,4,12697200
7550,4,12697200
4,7552,12697200
4,40,12697200
4,91,12697200
4,54,12697200
4,119,12697200
4,380,12697200
145,16,12697200
16,145,12697200
656,23,12697200
54,23,12697200
23,656,12697200
145,54,12697200
54,7552,12697200
54,293,12697200
223,91,12697200
91,223,12697200
1402,354,12697200
354,1402,12697200
771,419,12697200
419,771,12697200
7552,1400,12697200
1400,7552,12697200
846,1,12783600
1,846,12783600
2446,2,12783600
2,2446,12783600
2,200,12783600
710,16,12783600
16,710,12783600
16,607,12783600
844,23,12783600
607,23,12783600
401,23,12783600
23,844,12783600
251,45,12783600
251,152,12783600
152,251,12783600
354,251,12783600
7550,251,12783600
251,354,12783600
251,7550,12783600
710,769,12783600
1606,1,12870000
1,1606,12870000
847,23,12870000
23,607,12870000
23,847,12870000
23,503,12870000
224,63,12870000
63,224,12870000
380,119,12870000
607,200,12870000
847,200,12870000
200,607,12870000
200,847,12870000
531,419,12870000
419,531,12870000
437,23,12956400
2447,23,12956400
23,437,12956400
23,2447,12956400
3480,712,12956400
503,2,13042800
987,2,13042800
2,503,13042800
2,987,13042800
223,4,13042800
531,4,13042800
4,223,13042800
503,16,13042800
503,23,13042800
501,23,13042800
2443,23,13042800
23,129,13042800
23,501,13042800
23,2443,13042800
501,44,13042800
44,501,13042800
503,99,13042800
99,503,13042800
419,149,13042800
149,419,13042800
503,200,13042800
200,503,13042800
844,851,13042800
45,353,13129200
1607,113,13129200
113,1607,13129200
1916,1607,13129200
1607,1916,13129200
504,2,13215600
2,504,13215600
2,7401,13215600
4,7401,13215600
771,16,13302000
16,771,13302000
74,1605,13302000
607,131,13302000
149,711,13302000
607,769,13302000
909,841,13302000
841,909,13302000
2448,1,13388400
1,2448,13388400
237,16,13388400
16,237,13388400
236,23,13388400
770,23,13388400
23,770,13388400
23,843,13388400
237,40,13388400
40,237,13388400
655,63,13388400
845,63,13388400
63,655,13388400
63,845,13388400
502,113,13388400
113,502,13388400
236,152,13388400
152,236,13388400
656,237,13388400
237,656,13388400
773,655,13388400
655,773,13388400
1921,2,13474800
2,532,13474800
45,4,13474800
711,4,13474800
16,138,13474800
23,773,13474800
311,106,13474800
655,106,13474800
106,311,13474800
106,655,13474800
224,234,13474800
1922,2,13561200
2,1922,13561200
4,437,13561200
138,16,13561200
16,711,13561200
504,23,13561200
23,293,13561200
23,167,13561200
23,504,13561200
74,1402,13561200
655,366,13561200
366,655,13561200
237,2,13647600
209,2,13647600
2,237,13647600
2,209,13647600
773,4,13647600
4,773,13647600
655,16,13647600
16,655,13647600
1082,23,13647600
713,23,13647600
167,23,13647600
23,713,13647600
23,1082,13647600
353,45,13647600
655,45,13647600
109,512,13647600
109,711,13647600
353,119,13647600
237,149,13647600
149,237,13647600
1081,150,13647600
150,1081,13647600
237,167,13647600
234,224,13647600
1219,237,13647600
237,1219,13647600
353,532,13647600
655,419,13647600
419,655,13647600
4,771,13734000
4,848,13734000
470,16,13734000
1083,16,13734000
1917,16,13734000
16,470,13734000
16,1083,13734000
16,1917,13734000
72,2449,13734000
419,99,13734000
99,419,13734000
2451,149,13734000
149,2451,13734000
656,209,13734000
215,322,13734000
990,419,13734000
419,990,13734000
4,2454,13820400
1610,16,13820400
270,16,13820400
16,270,13820400
119,23,13820400
129,23,13820400
500,23,13820400
129,44,13820400
1078,44,13820400
2453,63,13820400
63,2453,13820400
500,106,13820400
106,500,13820400
500,109,13820400
109,500,13820400
500,129,13820400
129,656,13820400
129,770,13820400
145,1611,13820400
908,152,13820400
152,908,13820400
2450,200,13820400
200,2450,13820400
322,215,13820400
505,353,13820400
353,505,13820400
2,420,13906800
2454,4,13906800
16,1610,13906800
990,37,13906800
37,990,13906800
224,45,13906800
45,224,13906800
138,436,13906800
209,169,13906800
169,209,13906800
1402,439,13906800
991,845,13906800
845,991,13906800
7550,1611,13906800
1611,7550,13906800
366,4,13993200
772,4,13993200
4,145,13993200
4,366,13993200
4,772,13993200
1922,16,13993200
16,1922,13993200
99,21,13993200
21,99,13993200
1613,23,13993200
298,23,13993200
23,1613,13993200
993,45,13993200
45,993,13993200
129,99,13993200
99,2455,13993200
2456,145,13993200
145,2456,13993200
168,772,13993200
1613,441,13993200
441,1613,13993200
993,505,13993200
505,993,13993200
774,2,14079600
2,774,14079600
845,23,14079600
23,845,14079600
990,109,14079600
109,990,14079600
322,119,14079600
1927,419,14079600
419,1927,14079600
2457,990,14079600
2458,990,14079600
990,2457,14079600
990,2458,14079600
4,236,14166000
419,16,14166000
16,419,14166000
84,23,14166000
23,469,14166000
99,72,14166000
72,99,14166000
99,84,14166000
84,99,14166000
209,99,14166000
99,209,14166000
272,106,14166000
106,272,14166000
129,209,14166000
129,1082,14166000
7550,209,14166000
209,7550,14166000
402,234,14166000
234,402,14166000
7550,563,14166000
563,7550,14166000
7582,990,14166000
564,2,14252400
2459,2,14252400
2,564,14252400
2,2459,14252400
7550,16,14252400
16,7550,14252400
21,235,14252400
564,23,14252400
23,564,14252400
419,167,14252400
167,419,14252400
439,1402,14252400
4,1085,14338800
4,224,14338800
23,16,14338800
235,21,14338800
40,1214,14338800
235,119,14338800
119,235,14338800
1085,129,14338800
129,1085,14338800
772,168,14338800
209,1087,14338800
235,7552,14338800
297,7437,14338800
297,1915,14338800
564,655,14338800
1085,4,14425200
771,4,14425200
353,4,14425200
2465,4,14425200
401,4,14425200
1087,4,14425200
4,2465,14425200
4,401,14425200
4,353,14425200
4,1087,14425200
7552,16,14425200
534,16,14425200
16,7552,14425200
16,534,14425200
7552,21,14425200
21,7552,14425200
658,23,14425200
1404,45,14425200
1928,45,14425200
45,1404,14425200
45,1928,14425200
1222,63,14425200
63,1222,14425200
129,1219,14425200
1928,209,14425200
2464,224,14425200
224,2464,14425200
1915,297,14425200
1221,297,14425200
297,1221,14425200
655,298,14425200
298,655,14425200
657,322,14425200
322,657,14425200
1209,379,14425200
7552,564,14425200
564,7552,14425200
7552,715,14425200
7552,848,14425200
848,7552,14425200
31,4,14511600
420,4,14511600
4,420,14511600
565,16,14511600
1925,16,14511600
16,565,14511600
16,1925,14511600
563,99,14511600
659,99,14511600
99,563,14511600
99,3516,14511600
99,659,14511600
129,1215,14511600
129,1608,14511600
1915,145,14511600
565,209,14511600
2466,209,14511600
209,565,14511600
209,2466,14511600
1088,252,14511600
1078,353,14511600
438,439,14511600
2460,534,14511600
534,2460,14511600
1088,565,14511600
565,1088,14511600
503,1,14598000
1,503,14598000
4,37,14598000
298,16,14598000
16,298,14598000
440,23,14598000
23,119,14598000
23,440,14598000
565,63,14598000
63,565,14598000
129,502,14598000
129,1609,14598000
129,215,14598000
236,175,14598000
175,236,14598000
2462,224,14598000
224,2462,14598000
252,1088,14598000
438,353,14598000
353,438,14598000
436,7437,14598000
1222,7550,14598000
7552,1611,14598000
1611,7552,14598000
21,2,14684400
7582,4,14684400
16,4,14684400
2468,4,14684400
4,16,14684400
4,2468,14684400
1222,16,14684400
1090,16,14684400
16,503,14684400
16,1222,14684400
16,1090,14684400
1926,37,14684400
40,1224,14684400
175,42,14684400
45,42,14684400
109,42,14684400
42,175,14684400
42,109,14684400
2469,145,14684400
145,2469,14684400
848,237,14684400
237,848,14684400
1409,2,14770800
1222,2,14770800
2,1409,14770800
2,1222,14770800
848,4,14770800
2467,4,14770800
4,270,14770800
4,2467,14770800
1409,16,14770800
16,37,14770800
16,1409,14770800
42,21,14770800
21,42,14770800
443,23,14770800
1220,23,14770800
772,23,14770800
23,772,14770800
109,1930,14770800
129,119,14770800
443,129,14770800
252,129,14770800
129,443,14770800
129,607,14770800
150,145,14770800
145,150,14770800
2471,224,14770800
224,2471,14770800
505,235,14770800
353,443,14770800
848,997,14770800
1083,1927,14770800
7550,1222,14770800
1090,2,14857200
2,1090,14857200
168,4,14857200
1091,4,14857200
4,466,14857200
100,16,14857200
1091,16,14857200
16,100,14857200
16,1091,14857200
770,40,14857200
717,40,14857200
40,129,14857200
40,770,14857200
40,717,14857200
441,91,14857200
91,441,14857200
717,129,14857200
129,169,14857200
168,152,14857200
152,168,14857200
168,996,14857200
2472,224,14857200
7552,224,14857200
224,2472,14857200
224,7552,14857200
401,1611,14857200
1611,420,14857200
715,7552,14857200
2470,1090,14857200
1090,2470,14857200
994,1,14943600
250,16,14943600
1093,16,14943600
16,250,14943600
16,1093,14943600
848,23,14943600
23,848,14943600
40,606,14943600
718,63,14943600
63,718,14943600
7552,99,14943600
99,7552,14943600
355,108,14943600
108,355,14943600
1930,109,14943600
353,113,14943600
113,353,14943600
1220,129,14943600
129,322,14943600
167,237,14943600
715,250,14943600
250,715,14943600
1930,252,14943600
252,1930,14943600
2476,272,14943600
272,2476,14943600
353,996,14943600
2474,534,14943600
534,2474,14943600
1606,716,14943600
716,1606,14943600
1413,717,14943600
717,1413,14943600
997,848,14943600
381,4,15030000
270,4,15030000
1088,4,15030000
535,4,15030000
4,1088,15030000
4,139,15030000
4,535,15030000
37,16,15030000
3516,16,15030000
566,31,15030000
31,566,15030000
561,37,15030000
37,312,15030000
37,561,15030000
840,42,15030000
609,42,15030000
42,840,15030000
42,609,15030000
1083,63,15030000
63,1083,15030000
252,106,15030000
106,252,15030000
1228,129,15030000
129,1228,15030000
129,1227,15030000
129,998,15030000
566,138,15030000
138,566,15030000
535,201,15030000
201,506,15030000
201,535,15030000
910,223,15030000
1413,223,15030000
223,910,15030000
223,1413,15030000
535,224,15030000
224,535,15030000
1224,236,15030000
236,1214,15030000
2482,251,15030000
251,2482,15030000
382,252,15030000
252,382,15030000
472,270,15030000
1932,270,15030000
270,472,15030000
270,1932,15030000
473,293,15030000
293,473,15030000
1096,311,15030000
1089,311,15030000
311,1096,15030000
311,1089,15030000
2480,472,15030000
472,2480,15030000
535,507,15030000
609,507,15030000
507,535,15030000
507,609,15030000
3516,535,15030000
535,3516,15030000
3516,536,15030000
536,3516,15030000
1413,563,15030000
563,1413,15030000
911,566,15030000
566,911,15030000
1089,609,15030000
609,1089,15030000
1220,716,15030000
716,1220,15030000
2478,717,15030000
717,2478,15030000
1095,1083,15030000
1083,1095,15030000
1224,3516,15030000
1226,2477,15030000
382,2,15116400
355,2,15116400
2,382,15116400
2,355,15116400
2,238,15116400
1230,4,15116400
323,4,15116400
1611,4,15116400
7569,4,15116400
4,1230,15116400
4,323,15116400
16,3516,15116400
1416,23,15116400
37,54,15116400
1618,42,15116400
42,1618,15116400
1090,44,15116400
323,44,15116400
44,1090,15116400
44,323,15116400
152,45,15116400
533,45,15116400
45,533,15116400
45,1933,15116400
84,54,15116400
54,84,15116400
1095,63,15116400
63,1095,15116400
381,84,15116400
7569,84,15116400
775,84,15116400
1619,84,15116400
84,138,15116400
84,381,15116400
84,775,15116400
84,1619,15116400
1216,129,15116400
129,717,15116400
129,440,15116400
129,194,15116400
129,1416,15116400
129,1921,15116400
1098,150,15116400
150,1098,15116400
381,251,15116400
251,381,15116400
1916,353,15116400
353,1916,15116400
535,422,15116400
422,535,15116400
505,438,15116400
438,505,15116400
775,441,15116400
441,775,15116400
658,466,15116400
466,658,15116400
998,473,15116400
473,998,15116400
566,507,15116400
507,566,15116400
7371,536,15116400
536,7371,15116400
1618,564,15116400
564,1618,15116400
7569,606,15116400
7569,658,15116400
658,7569,15116400
998,775,15116400
775,998,15116400
1914,7327,15116400
223,1,15202800
2472,1,15202800
150,4,15202800
2485,4,15202800
109,4,15202800
4,1611,15202800
4,2485,15202800
4,109,15202800
4,7569,15202800
993,16,15202800
42,16,15202800
16,993,15202800
16,42,15202800
992,42,15202800
42,992,15202800
442,44,15202800
44,442,15202800
63,2483,15202800
1083,84,15202800
84,1083,15202800
1099,108,15202800
108,1099,15202800
129,991,15202800
129,1406,15202800
129,1220,15202800
129,534,15202800
129,1614,15202800
911,149,15202800
293,149,15202800
1094,149,15202800
149,911,15202800
149,293,15202800
149,1094,15202800
3516,175,15202800
293,175,15202800
175,3516,15202800
175,293,15202800
1094,215,15202800
215,1094,15202800
1917,251,15202800
251,1917,15202800
561,293,15202800
293,561,15202800
1938,297,15202800
297,1938,15202800
2484,339,15202800
339,2484,15202800
438,402,15202800
7371,507,15202800
507,7371,15202800
992,529,15202800
529,992,15202800
1095,531,15202800
531,1095,15202800
992,536,15202800
536,992,15202800
609,1093,15202800
7371,716,15202800
716,7371,15202800
1095,992,15202800
1098,992,15202800
992,1095,15202800
992,1098,15202800
7371,1098,15202800
1098,7371,15202800
1930,1935,15202800
1930,7569,15202800
1935,7569,15202800
353,2,15289200
109,2,15289200
2488,2,15289200
1936,2,15289200
2,109,15289200
2,353,15289200
2,2488,15289200
2,1936,15289200
1218,4,15289200
1086,4,15289200
4,150,15289200
4,1218,15289200
4,1086,15289200
7582,16,15289200
16,7582,15289200
537,23,15289200
715,42,15289200
42,715,15289200
2483,63,15289200
129,989,15289200
129,7582,15289200
129,272,15289200
1918,193,15289200
353,216,15289200
441,216,15289200
216,353,15289200
216,441,15289200
1095,238,15289200
324,298,15289200
298,324,15289200
658,324,15289200
324,658,15289200
324,7569,15289200
422,382,15289200
382,422,15289200
402,991,15289200
1926,420,15289200
529,421,15289200
421,529,15289200
654,535,15289200
535,654,15289200
718,654,15289200
1918,654,15289200
654,1918,15289200
2475,774,15289200
774,2475,15289200
1420,993,15289200
993,1420,15289200
2487,1621,15289200
1621,2487,15289200
534,1,15375600
1,223,15375600
1,42,15375600
1,534,15375600
1,994,15375600
658,2,15375600
238,2,15375600
2,658,15375600
1615,4,15375600
534,21,15375600
21,534,15375600
1399,37,15375600
37,1399,15375600
129,40,15375600
84,42,15375600
42,84,15375600
299,84,15375600
1098,84,15375600
2481,84,15375600
848,84,15375600
419,84,15375600
84,848,15375600
84,299,15375600
84,1098,15375600
84,2481,15375600
84,610,15375600
2490,100,15375600
100,2490,15375600
422,109,15375600
109,422,15375600
1227,129,15375600
129,1225,15375600
536,149,15375600
149,536,15375600
714,238,15375600
355,238,15375600
1624,238,15375600
238,714,15375600
238,1624,15375600
1942,252,15375600
252,1942,15375600
422,274,15375600
274,422,15375600
1615,311,15375600
1940,324,15375600
1931,324,15375600
324,1940,15375600
324,1931,15375600
991,402,15375600
714,403,15375600
403,714,15375600
772,420,15375600
537,442,15375600
442,537,15375600
1227,470,15375600
1088,537,15375600
537,1088,15375600
654,718,15375600
1931,718,15375600
1615,996,15375600
996,1615,15375600
1227,7552,15375600
1936,1232,15375600
1232,1936,15375600
1624,1419,15375600
1615,1918,15375600
1232,1,15462000
1,1232,15462000
1225,2,15462000
1232,2,15462000
2,1225,15462000
2,1232,15462000
224,4,15462000
2492,4,15462000
4,1615,15462000
4,2492,15462000
537,16,15462000
16,537,15462000
609,48,15462000
7371,48,15462000
7402,48,15462000
270,48,15462000
7511,48,15462000
48,609,15462000
48,7371,15462000
48,7402,15462000
48,270,15462000
48,7511,15462000
7511,119,15462000
119,7511,15462000
1096,129,15462000
129,843,15462000
129,423,15462000
129,1412,15462000
129,564,15462000
467,149,15462000
149,467,15462000
1234,159,15462000
7402,159,15462000
159,1234,15462000
159,7402,15462000
7589,175,15462000
175,7589,15462000
1935,209,15462000
238,355,15462000
238,1095,15462000
1931,273,15462000
297,7552,15462000
610,311,15462000
311,610,15462000
7402,340,15462000
340,7402,15462000
1920,422,15462000
467,422,15462000
422,1920,15462000
422,467,15462000
442,7511,15462000
566,444,15462000
536,535,15462000
535,536,15462000
536,1623,15462000
716,566,15462000
566,716,15462000
1606,767,15462000
2494,775,15462000
775,2494,15462000
7511,7402,15462000
7402,7511,15462000
111,4,15548400
1415,4,15548400
718,4,15548400
4,1415,15548400
4,718,15548400
4,111,15548400
4,7582,15548400
7371,37,15548400
563,45,15548400
45,563,15548400
113,84,15548400
536,84,15548400
566,109,15548400
109,566,15548400
129,1097,15548400
129,1092,15548400
129,773,15548400
129,847,15548400
129,298,15548400
129,1408,15548400
382,181,15548400
181,382,15548400
1229,252,15548400
252,1229,15548400
535,339,15548400
339,535,15548400
500,340,15548400
340,1945,15548400
1938,341,15548400
341,1938,15548400
507,422,15548400
1419,422,15548400
422,1419,15548400
422,507,15548400
1419,436,15548400
912,534,15548400
534,912,15548400
534,7582,15548400
912,535,15548400
535,912,15548400
1623,536,15548400
2495,716,15548400
716,2495,15548400
1623,912,15548400
912,1623,15548400
1098,7589,15548400
1618,1226,15548400
1226,1618,15548400
1419,1624,15548400
1421,2,15634800
299,2,15634800
2,299,15634800
2,1421,15634800
148,4,15634800
567,4,15634800
1621,4,15634800
313,4,15634800
4,567,15634800
4,1621,15634800
4,313,15634800
148,16,15634800
16,23,15634800
16,148,15634800
2486,21,15634800
21,2486,15634800
109,31,15634800
31,109,15634800
610,37,15634800
45,44,15634800
149,45,15634800
45,149,15634800
313,48,15634800
850,48,15634800
48,313,15634800
48,850,15634800
324,84,15634800
7589,84,15634800
84,324,15634800
84,7589,15634800
175,89,15634800
89,175,15634800
187,106,15634800
106,187,15634800
119,662,15634800
313,148,15634800
148,313,15634800
313,175,15634800
175,313,15634800
401,181,15634800
181,401,15634800
507,187,15634800
187,507,15634800
775,293,15634800
293,775,15634800
7589,382,15634800
507,7589,15634800
609,508,15634800
508,609,15634800
1089,716,15634800
716,1943,15634800
716,1089,15634800
7589,775,15634800
1942,1,15721200
1,1942,15721200
716,4,15721200
4,716,15721200
567,16,15721200
16,567,15721200
446,44,15721200
662,44,15721200
44,420,15721200
44,45,15721200
44,446,15721200
44,445,15721200
44,340,15721200
45,89,15721200
324,72,15721200
181,72,15721200
447,72,15721200
568,72,15721200
72,324,15721200
72,447,15721200
72,568,15721200
72,181,15721200
445,84,15721200
84,445,15721200
181,109,15721200
109,181,15721200
662,119,15721200
325,121,15721200
121,325,15721200
444,159,15721200
159,1099,15721200
159,444,15721200
159,7589,15721200
325,209,15721200
1100,324,15721200
324,1100,15721200
340,1625,15721200
382,7589,15721200
851,442,15721200
442,851,15721200
442,7402,15721200
508,444,15721200
444,508,15721200
444,566,15721200
444,7589,15721200
446,445,15721200
445,446,15721200
508,7589,15721200
913,716,15721200
716,913,15721200
851,844,15721200
1,7589,15807600
1098,2,15807600
2499,2,15807600
2497,2,15807600
2,99,15807600
2,251,15807600
2,1098,15807600
2,2499,15807600
2,2497,15807600
139,4,15807600
1233,4,15807600
609,4,15807600
4,1233,15807600
4,609,15807600
4,7589,15807600
37,610,15807600
225,45,15807600
537,45,15807600
1947,45,15807600
1083,45,15807600
45,225,15807600
45,537,15807600
45,1947,15807600
45,1083,15807600
566,54,15807600
610,54,15807600
54,566,15807600
54,610,15807600
537,63,15807600
63,537,15807600
610,84,15807600
150,99,15807600
99,150,15807600
355,106,15807600
106,355,15807600
106,7582,15807600
382,108,15807600
108,382,15807600
111,7589,15807600
1946,119,15807600
119,1946,15807600
507,150,15807600
150,507,15807600
181,7582,15807600
850,187,15807600
